# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "4" "-p" "--countReadPairs" "-s" "0" "-t" "exon" "-g" "gene_id" "-a" "/home/xi/tmp/plant_m6A_data/ref/ath_TAIR10.gtf" "-o" "/home/xi/tmp/plant_m6A/results/phase1/expr/GSE174573_gene_counts.txt" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570256.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570257.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570258.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570259.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570260.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570261.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570262.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570263.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570264.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570265.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570266.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570267.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570268.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570269.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570270.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570271.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570272.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570273.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570274.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570275.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570276.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570277.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570278.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570279.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570256.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570257.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570258.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570259.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570260.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570261.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570262.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570263.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570264.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570265.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570266.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570267.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570268.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570269.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570270.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570271.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570272.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570273.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570274.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570275.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570276.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570277.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570278.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570279.sorted.bam
AT2G18100	2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2	7867828;7867828;7867828;7868211;7868243;7868243;7868243;7868414;7868414;7868414;7868414;7869082;7869082;7869082;7869082;7869362;7869362;7869362;7869362;7869630;7869630;7869630;7869630;7869821;7869821;7869821;7869821;7869993;7869993;7869993;7869993;7870165;7870165;7870165;7870165;7870401;7870401;7870401;7870574;7870574;7870574;7870734;7870734;7870734;7870933;7870933;7870933;7871080;7871080;7871094;7871224;7871224;7871224	7868149;7868149;7868149;7868324;7868324;7868324;7868324;7868899;7868899;7868899;7868899;7869250;7869250;7869250;7869250;7869514;7869514;7869514;7869514;7869727;7869727;7869727;7869727;7869912;7869912;7869912;7869912;7870063;7870063;7870063;7870063;7870300;7870325;7870300;7870300;7870460;7870460;7870460;7870656;7870656;7870656;7870810;7870810;7870810;7871003;7871003;7871003;7871137;7871137;7871137;7871801;7871642;7871798	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2593	11	26	60	245	53	153	11	3	30	63	8	17	18	52	21	71	45	40	93	142	65	122	85	391
AT2G31730	2;2;2;2;2;2;2;2;2;2;2	13487550;13487552;13488028;13488028;13488159;13488159;13488302;13488302;13488477;13488477;13489339	13487950;13487950;13488072;13488072;13488224;13488224;13488367;13488367;13488691;13488595;13489679	-;-;-;-;-;-;-;-;-;-;-	1134	32	70	146	629	145	346	15	23	20	18	7	18	42	35	25	72	54	30	60	73	20	39	39	59
AT2G30424	2;2;2;2;2;2;2;2;2	12962984;12964383;12964383;12965198;12965198;12965198;12965396;12965396;12965396	12963324;12964633;12964647;12965285;12965285;12965285;12965723;12965723;12965723	-;-;-;-;-;-;-;-;-	1022	30	82	126	175	117	268	16	12	84	51	20	3	120	174	50	19	98	99	127	236	132	151	86	279
AT2G01600	2;2;2;2;2;2;2;2;2;2;2;2;2;2;2	268714;269169;269324;269500;269745;269969;270156;270356;270511;270662;270834;271007;271283;271476;271976	269064;269238;269421;269638;269872;270061;270206;270421;270576;270742;270914;271183;271361;271591;272676	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2297	423	851	1216	2116	1292	1613	112	133	363	459	116	163	527	457	330	394	615	603	1108	1108	742	783	854	802
AT2G25650	2;2	10914511;10915083	10915001;10916216	+;+	1625	26	52	87	47	82	101	18	25	57	46	10	1	36	102	44	95	43	34	67	85	54	77	66	50
AT2G29995	2;2	12796503;12799247	12797255;12799441	-;-	948	15	70	78	237	69	239	12	14	29	93	10	7	34	48	20	20	33	28	69	50	51	53	46	34
AT2G29110	2;2;2;2;2;2;2;2;2;2	12506795;12506880;12507545;12507545;12508119;12508119;12508587;12508587;12510288;12510288	12507440;12507440;12507939;12507939;12508431;12508431;12509896;12509896;12510624;12510552	-;-;-;-;-;-;-;-;-;-	3001	3	4	24	35	31	58	2	0	6	1	2	0	34	29	14	24	18	2	24	14	15	6	10	14
AT2G15890	2;2;2;2;2;2;2	6920369;6920369;6921471;6921601;6921601;6921762;6921762	6921386;6921516;6921516;6921674;6921674;6922161;6922025	-;-;-;-;-;-;-	1622	1009	1083	2728	2292	3198	4161	453	188	2425	1596	877	440	705	723	470	597	1067	532	2649	2278	3132	1880	3151	1187
AT2G31940	2	13580371	13581134	+	764	1	1	1	4	2	4	0	3	3	2	0	0	2	0	0	0	2	5	2	5	7	4	1	1
AT2G28870	2	12394067	12395017	-	951	13	57	49	38	49	104	6	9	10	21	5	7	19	22	12	8	15	56	44	124	40	44	20	49
AT2G43386	2	18019449	18020088	+	640	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G20990	2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2	9014470;9014552;9014552;9015209;9015209;9015209;9015401;9015401;9015401;9015547;9015547;9015547;9015822;9015822;9015822;9016042;9016042;9016042;9016256;9016256;9016256;9016489;9016642;9016642;9016642;9016806;9016806;9016806;9017125;9017125;9017698;9017698;9017698	9014937;9014937;9014937;9015307;9015307;9015307;9015451;9015451;9015451;9015670;9015670;9015670;9015940;9015940;9015940;9016143;9016143;9016143;9016404;9016330;9016330;9016528;9016718;9016718;9016718;9017052;9017052;9017613;9017613;9017613;9018036;9018099;9018036	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2439	1116	2209	3592	5325	3975	5379	336	464	978	1197	312	323	907	1114	597	1083	1159	1208	3351	3069	2225	2420	2660	3323
AT2G45560	2;2;2;2;2;2;2;2;2	18776015;18776060;18776990;18777291;18777291;18777488;18777960;18777960;18777960	18777011;18777011;18777813;18777395;18777813;18777813;18778374;18778676;18778374	-;-;-;-;-;-;-;-;-	2516	91	104	215	91	342	186	102	22	518	192	158	139	490	647	232	375	461	346	521	350	652	616	311	323
AT2G23830	2;2;2;2;2	10143468;10143824;10143981;10144169;10144383	10143697;10143894;10144062;10144284;10144714	+;+;+;+;+	831	1	1	2	18	2	6	0	0	4	3	0	0	4	0	6	12	4	5	2	3	0	0	1	7
AT2G21820	2	9302853	9303408	-	556	2	8	10	1	8	10	2	2	5	6	4	0	12	20	6	4	16	21	20	14	14	12	20	16
AT2G42610	2;2;2;2	17747781;17747917;17750095;17750105	17748569;17748569;17750524;17750440	+;+;+;+	1219	136	190	214	121	175	153	18	14	66	48	28	20	90	58	54	42	67	67	343	135	251	263	160	117
AT2G37925	2	15870077	15870754	-	678	0	0	4	0	2	3	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	2
AT2G05185	2;2;2;2;2	1876899;1876899;1877685;1877685;1877938	1877086;1877086;1878322;1877797;1878322	+;+;+;+;+	826	0	0	0	11	4	13	0	0	1	3	0	0	2	14	0	0	0	1	2	8	0	2	0	5
AT2G07626	2;2;2	3296472;3296890;3296996	3296504;3296928;3297016	+;+;+	93	0	1	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
AT2G27507	2	11756694	11756949	-	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G45260	2;2	18664390;18666277	18666000;18666475	-;-	1810	116	176	255	149	226	329	39	33	111	144	46	42	197	179	151	199	240	247	248	207	185	164	181	147
AT2G45420	2;2	18718348;18720026	18718969;18720729	+;+	1326	1	7	12	6	15	18	3	11	1	3	1	4	3	0	2	2	0	2	12	9	3	9	7	10
AT2G36815	2;2;2;2	15440769;15440841;15441021;15441027	15440836;15440896;15441276;15441331	+;+;+;+	435	0	0	0	2	2	3	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0
AT2G38640	2;2	16157521;16158238	16158078;16158660	-;-	981	47	50	246	171	252	334	24	59	52	40	11	28	104	142	53	46	95	143	210	147	123	179	154	182
AT2G27050	2;2	11545656;11546268	11545992;11548293	+;+	2363	1062	1406	2535	1495	3047	2879	368	257	1015	576	360	220	1060	1305	567	608	1123	975	2905	2226	2147	1662	2022	1278
AT2G47460	2;2;2	19476326;19477365;19478390	19476570;19477494;19479597	+;+;+	1583	5	4	23	10	21	38	12	6	16	15	8	32	47	61	32	53	34	38	90	62	61	41	34	26
AT2G21990	2	9359318	9360664	-	1347	1	2	2	0	3	9	0	0	0	0	0	0	4	3	0	3	3	0	6	2	2	3	3	0
AT2G15170	2	6587570	6588321	+	752	0	1	1	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G22340	2	9492864	9494112	-	1249	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0
AT2G14060	2;2;2;2;2;2;2	5914414;5914414;5914973;5915717;5915717;5916169;5916169	5915626;5914888;5915626;5915792;5915792;5916436;5916436	-;-;-;-;-;-;-	1557	5	0	1	2	5	16	0	0	3	0	0	0	1	7	1	2	2	0	0	1	4	0	1	0
AT2G36910	2;2;2;2;2;2;2;2;2;2	15501726;15502495;15502635;15502884;15503212;15503571;15503975;15504527;15504984;15505779	15502425;15502549;15502810;15503084;15503471;15503887;15504198;15504900;15505701;15507501	+;+;+;+;+;+;+;+;+;+	4748	1078	1466	2786	1573	3064	2074	376	341	993	527	286	262	1827	1453	1000	1115	1888	1151	4354	3427	3030	2262	2740	2741
AT2G07654	2;2	3456747;3456921	3456831;3457126	+;+	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G31030	2;2;2;2;2	13206004;13206333;13206708;13206955;13207201	13206244;13206622;13206863;13207122;13207815	+;+;+;+;+	1470	0	0	1	4	1	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT2G27350	2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2	11699548;11699549;11699549;11699549;11699569;11699600;11700081;11700081;11700081;11700081;11700081;11700081;11700336;11700336;11700336;11700336;11700336;11700336;11700529;11700529;11700529;11700529;11700529;11700529;11700765;11700765;11700765;11700765;11700765;11700765;11700930;11700930;11700930;11700930;11700930;11700930;11701523;11701523;11701523;11701523;11701523;11701523;11701764;11701764;11701764;11701764;11701764;11701764;11702450;11704057;11704057;11704057;11704057;11704057;11704057	11699994;11699997;11699997;11699997;11699994;11699997;11700252;11700252;11700252;11700252;11700252;11700252;11700401;11700401;11700401;11700401;11700401;11700401;11700674;11700674;11700674;11700674;11700674;11700674;11700843;11700843;11700843;11700843;11700843;11700843;11701007;11701007;11701007;11701007;11701007;11701007;11701684;11701684;11701684;11701684;11701684;11701684;11702526;11702382;11702382;11702387;11702526;11702706;11702526;11704238;11704248;11704232;11704272;11704303;11704248	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2343	226	1064	1028	3013	1257	3004	157	230	426	699	125	187	484	718	265	409	530	557	1092	3143	842	1081	822	2127
AT2G26975	2	11512727	11513695	+	969	38	101	148	70	201	126	43	41	112	71	31	19	143	80	106	51	124	63	190	113	157	176	124	59
AT2G15860	2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2	6905379;6905388;6905388;6906028;6906074;6906453;6906453;6906453;6906793;6906793;6906793;6906793;6907226;6907226;6907226;6907226;6907575;6907575;6907575;6907575;6907837;6907837;6907837;6907837;6908416;6908416;6908416;6908416;6908600;6908600;6908600;6908721;6908721;6908721;6908725;6909079;6909079;6909079;6909079	6905929;6905929;6905929;6906271;6906663;6906663;6906663;6906663;6906883;6906883;6906883;6906883;6907482;6907482;6907482;6907482;6907763;6907763;6907763;6907763;6907906;6907906;6907906;6907906;6908513;6908513;6908513;6908513;6908631;6908631;6908631;6908925;6908925;6908925;6908925;6909429;6909498;6909429;6909429	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2549	240	405	795	1180	712	1335	89	89	237	387	52	50	307	405	184	157	362	401	706	730	701	773	655	985
AT2G36570	2;2	15335284;15337040	15336915;15337995	+;+	2588	226	240	811	228	597	507	81	100	150	154	63	112	287	381	151	151	215	348	903	623	236	352	425	399
AT2G42395	2;2	17653080;17653903	17653802;17654069	-;-	890	2	7	11	33	10	38	5	0	2	4	3	0	6	1	3	0	13	4	14	19	11	5	4	16
AT2G40120	2;2;2;2;2;2	16754891;16755392;16755628;16756089;16756437;16756985	16755319;16755535;16756014;16756368;16756881;16757599	-;-;-;-;-;-	2300	24	27	99	83	92	86	9	1	30	17	14	9	43	41	17	19	30	10	115	54	74	33	69	53
AT2G28660	2;2;2	12295255;12296365;12296772	12295967;12296440;12297245	+;+;+	1263	72	82	176	167	187	248	19	9	114	121	51	98	109	99	37	69	109	65	144	118	162	129	148	116
AT2G25490	2;2	10847375;10850251	10849879;10850797	-;-	3052	1121	1626	2296	846	1849	1186	239	149	832	420	258	298	1028	861	528	498	870	442	2090	1172	2670	2435	2381	1237
AT2G20370	2	8791939	8794401	+	2463	279	378	838	566	805	926	57	71	145	128	54	77	349	463	207	378	371	393	933	871	395	543	556	704
AT2G28170	2;2;2;2	12006371;12007012;12008276;12009678	12006817;12007677;12009289;12009956	-;-;-;-	2406	0	0	4	0	1	9	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2
AT2G20270	2;2;2;2;2;2;2;2;2;2	8737705;8737786;8738242;8738242;8738428;8738428;8739147;8739147;8739331;8739331	8738077;8738077;8738268;8738268;8738583;8738502;8739220;8739220;8739677;8739660	-;-;-;-;-;-;-;-;-;-	977	63	193	246	1408	347	929	34	27	108	121	40	57	161	148	93	129	138	125	261	529	240	299	238	652
AT2G13350	2	5536220	5537951	-	1732	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G43020	2;2;2;2;2;2;2;2;2	17891503;17892357;17892558;17892743;17892948;17893150;17893331;17893524;17893702	17891984;17892472;17892646;17892856;17893035;17893235;17893433;17893621;17894635	+;+;+;+;+;+;+;+;+	2110	96	388	409	1153	373	1094	50	87	250	271	91	76	272	333	138	155	241	138	537	1216	483	507	383	706
AT2G43970	2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2	18205235;18205235;18205936;18205936;18206274;18206274;18206433;18206573;18206573;18206774;18206774;18206933;18206933;18207091;18207091;18207278;18207278;18207432;18207432	18205861;18205861;18206097;18206097;18206342;18206342;18206480;18206675;18206675;18206853;18206853;18207004;18207004;18207185;18207185;18207359;18207359;18208218;18208218	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2125	5330	12194	17045	37259	18120	51976	2027	6849	4769	12446	1125	3817	10239	20056	6405	14904	12921	52522	24967	49148	17453	40788	18192	74985
AT2G30505	2	13000670	13002574	-	1905	2	3	23	23	25	21	4	1	10	9	6	13	12	16	4	2	14	8	28	16	8	5	10	23
AT2G01270	2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2	139309;139309;139331;139716;139916;140010;140010;140010;140200;140200;140200;140546;140546;140546;140712;140712;140712;140861;140861;140861;141030;141030;141030;141255;141255;141255;141377;141377;141377;141608;141608;141608;142126;142126;142126	139650;139940;139620;139940;139940;140102;140102;140102;140381;140381;140381;140615;140615;140615;140780;140780;140780;140937;140937;140937;141171;141171;141171;141295;141295;141295;141523;141523;141523;142039;142039;142039;142560;142141;142141	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2320	150	264	478	1131	572	639	89	50	203	199	79	74	273	254	145	239	356	227	520	474	374	433	437	893
AT2G35880	2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2	15062856;15062881;15062881;15063626;15063626;15063626;15063828;15063828;15063828;15064010;15064010;15064010;15064179;15064179;15064179;15064378;15064378;15064378;15064579;15064579;15064579;15064701;15064701;15064701;15065089;15065089;15065089;15065518;15065709;15065709	15063545;15063545;15063545;15063733;15063733;15063733;15063899;15063899;15063899;15064100;15064100;15064100;15064259;15064259;15064259;15064458;15064458;15064458;15064625;15064625;15064625;15065006;15065006;15065006;15065406;15065624;15065406;15066056;15066001;15066056	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2444	714	1596	1919	3843	2353	6167	126	499	350	806	106	243	318	379	240	393	486	601	1502	1744	903	1111	1037	1295
AT2G34750	2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2	14660217;14660800;14661078;14661373;14661571;14661758;14661976;14662153;14662396;14662588;14662790;14663113;14663289;14663453;14663664;14664136	14660701;14660984;14661191;14661460;14661654;14661864;14662044;14662278;14662500;14662698;14663026;14663184;14663360;14663542;14663853;14664404	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2404	438	773	1809	1805	2039	2078	155	200	483	614	147	109	644	584	391	640	687	958	1954	1568	1104	1574	1098	2266
AT2G22088	2;2	9388384;9388802	9388540;9389049	+;+	405	1	0	3	0	0	9	0	1	0	0	0	0	0	0	0	0	1	0	3	0	3	1	2	6
AT2G20805	2	8956169	8956737	+	569	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G44578	2	18400646	18401339	-	694	3	0	2	0	0	3	1	0	0	0	0	0	4	0	0	0	1	0	5	1	5	1	2	0
AT2G02800	2;2;2;2;2;2;2;2;2;2;2;2;2	795515;796680;796845;797672;797672;797899;797899;798148;798148;798383;798383;799184;799184	795529;797367;797367;797795;797795;798035;798035;798283;798283;798720;798720;799591;799442	-;-;-;-;-;-;-;-;-;-;-;-;-	1846	238	326	878	432	874	695	111	47	278	222	100	30	468	448	268	366	468	299	1086	579	896	501	703	279
AT2G20495	2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2	8832957;8833110;8833112;8833112;8833162;8833165;8833409;8833409;8833409;8833409;8833409;8833674;8833674;8833674;8833674;8834050;8834050;8834050;8834050;8834050;8834319;8834319;8834319;8834319;8834319;8834530;8834530;8834530;8834530;8834530;8834673;8834684;8834684;8834684;8834684;8834843;8834843;8834843;8834843;8834843	8832999;8833318;8833318;8833318;8833318;8833318;8833482;8833482;8833482;8833482;8833482;8833754;8833754;8833754;8833754;8834142;8834142;8834142;8834142;8834142;8834438;8834438;8834438;8834438;8834438;8834601;8834601;8834601;8834601;8834601;8834761;8834761;8834761;8834761;8834761;8834867;8835263;8835034;8835034;8835263	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1202	17	27	73	120	61	95	7	11	25	24	2	0	41	36	16	23	27	27	85	46	47	63	39	63
AT2G42070	2;2;2;2;2;2;2;2;2;2;2;2;2;2;2	17549091;17549091;17549663;17549663;17549831;17549987;17549987;17550208;17550208;17550447;17550447;17550609;17550609;17550830;17550830	17549498;17549498;17549729;17549889;17549889;17550127;17550127;17550343;17550343;17550523;17550523;17550740;17550740;17551364;17551175	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1656	72	119	334	316	320	450	36	27	109	56	28	37	137	158	100	132	132	99	246	272	249	302	172	161
AT2G41940	2	17507343	17508616	+	1274	104	460	322	339	283	885	48	72	94	170	24	67	185	222	183	241	219	525	253	667	160	211	191	218
AT2G35050	2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2	14768640;14768923;14769524;14769524;14772651;14772651;14773145;14773145;14773623;14773623;14773867;14773867;14774103;14774103;14774398;14774398;14774597;14774597	14768872;14769002;14772548;14772548;14772710;14772710;14773297;14773297;14773783;14773783;14774014;14774014;14774225;14774225;14774485;14774485;14775035;14775035	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4510	1425	2464	4407	5619	4623	5440	280	240	917	1530	263	282	1349	1424	845	1455	1608	1657	3974	3466	2670	2467	2931	3102
AT2G21600	2;2;2;2	9242782;9243535;9244172;9244523	9242931;9243899;9244352;9244945	+;+;+;+	1119	127	594	463	1371	451	1563	76	35	135	158	54	86	208	177	116	134	196	167	378	878	317	394	231	459
AT2G03440	2	1039088	1040184	-	1097	264	648	869	392	966	910	325	541	1148	589	294	177	610	641	415	425	644	984	1112	904	752	567	713	521
AT2G40350	2;2;2	16851434;16851498;16852656	16852060;16852068;16852803	-;-;-	783	1	4	4	7	5	24	4	1	19	12	7	1	6	0	2	0	5	9	8	11	11	2	4	4
AT2G33840	2;2;2;2;2;2;2;2;2;2	14314710;14315301;14315540;14315916;14316262;14316462;14316637;14316914;14317164;14317309	14315111;14315454;14315823;14316012;14316367;14316544;14316782;14317019;14317223;14317578	+;+;+;+;+;+;+;+;+;+	1708	96	329	415	1118	440	822	64	158	168	414	30	53	261	286	139	280	289	385	522	1303	373	644	326	1160
AT2G33490	2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2	14183263;14183263;14183263;14184060;14184060;14184060;14184425;14184425;14184425;14184666;14184666;14184666;14184840;14184840;14184840;14185088;14185088;14185088;14185279;14185402;14185402;14185402;14185693;14185693;14185693;14185693;14186294;14186294;14186294;14186294;14186524;14186524;14186524;14186524;14187655;14187655;14187655;14187920;14187920	14183662;14183662;14183662;14184132;14184132;14184132;14184499;14184499;14184499;14184727;14184727;14184727;14184908;14184908;14184908;14185116;14185116;14185116;14185609;14185609;14185609;14185609;14185935;14185935;14185935;14185935;14186347;14186347;14186347;14186347;14187459;14187459;14187459;14187459;14187740;14188105;14188105;14188105;14188105	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2723	117	334	443	629	401	959	46	49	106	164	28	82	212	235	118	133	188	334	420	528	267	435	298	535
AT2G01930	2;2;2	427114;427114;428706	428223;428900;428900	-;-;-	1787	169	155	434	207	398	462	29	25	92	48	28	4	80	56	50	16	119	60	341	143	168	130	232	95
AT2G14755	2;2	6316744;6317401	6317216;6317587	-;-	660	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
AT2G38255	2;2;2;2;2;2	16022334;16023706;16023972;16024365;16024635;16024805	16022526;16023759;16024136;16024514;16024718;16024854	-;-;-;-;-;-	696	0	4	2	15	3	9	19	2	25	29	9	3	21	15	21	19	31	21	26	46	11	22	17	41
AT2G03480	2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2	1050706;1050747;1050842;1051231;1051231;1051231;1052114;1052114;1052114;1052328;1052328;1052328;1052689;1052689;1052689;1053008;1053008;1053008;1053271;1053314;1053716;1053716;1053716;1053941;1053941;1053941;1054250;1054250	1050979;1050979;1050979;1052020;1052020;1052020;1052249;1052249;1052249;1052568;1052568;1052568;1052914;1052914;1052914;1053169;1053574;1053093;1053574;1053574;1053848;1053848;1053848;1054164;1054613;1054164;1054478;1054613	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3040	51	62	228	157	229	179	19	11	68	32	21	3	89	89	43	55	63	59	233	146	169	117	162	91
